index,Genre,Year,Movies Released,Gross,Tickets Sold,Inflation-Adjusted Gross,Top Movie,Top Movie Gross (That Year),Top Movie Inflation-Adjusted Gross (That Year)
0,Adventure,1995,29,771507571,177358047,1590901682,Toy Story,150148222,309615962.186208
